step,loss,fit,kl,normW,logdetV,sigma2,rhoW,val_bound
160,-51.20347376519676,-51.331126720705655,0.10506755441091598,0.4295259333146168,-1.659034200602025,0.10920408583777891,0.24915725695525787,-46.900192233731126
161,-49.04272100275897,-49.16620230521434,0.10082988243372383,0.4311586090457537,-1.6621309802598545,0.109101280461924,0.2499890648465269,-46.61222724399075
162,-46.26106603812114,-46.407719597389736,0.12393544258108895,0.43282502045598614,-1.6652262908924393,0.1089986976659294,0.25083508925272485,-46.95866192552693
163,-48.85601466804274,-49.008848629855564,0.13004944622414694,0.4344701201001741,-1.668318049889219,0.10889685441368416,0.2516599199160099,-46.37485940482219
164,-47.22958972237885,-47.381695645369874,0.12925539584323753,0.4360865094821298,-1.6714098268363373,0.10879515497749143,0.2524328670733676,-44.36721579654644
165,-47.84830762651797,-48.02179533851631,0.15057061647100856,0.4377327597787891,-1.6744954406728123,0.10869391964771877,0.25322816150213023,-46.869348234305434
166,-48.39291508172957,-48.52867951594618,0.11278049235788823,0.4393844203312548,-1.6775867279963708,0.10859294597674897,0.254031698563219,-45.99480718210919
167,-49.06720704217037,-49.20805368082193,0.11779670609389811,0.4409861981975687,-1.6806706914415175,0.10849220084067147,0.25481667420163384,-46.07407831935181
168,-52.33685415501651,-52.46341530114566,0.10344483538228737,0.4426055329301441,-1.6837521364126995,0.10839153168507304,0.25558959814593274,-46.3813178635254
169,-48.89672460524464,-49.0485311023527,0.12862331333533322,0.4442466359786536,-1.6868334395140825,0.10829033637169917,0.25636010086488836,-45.26891670963321
170,-50.34744665409915,-50.48195310420202,0.11125603513712155,0.4459004900866859,-1.6899162239016983,0.10818934794728748,0.2571174047151929,-46.76871256023897
171,-48.81833303095927,-48.96961127817684,0.12796065124476555,0.4475537426904203,-1.6929864742467178,0.10808826571976698,0.25786312899186375,-46.78208045224
172,-45.14266893325755,-45.29398313177869,0.1279284087444921,0.4492447694443504,-1.6960746603135792,0.10798738908278456,0.25861941130828425,-47.045322138258086
173,-51.37808367706884,-51.53600592599535,0.13446868560908215,0.4509115766958243,-1.6991544783281998,0.10788739779623621,0.2594151558424975,-46.11624065734385
174,-46.46064388538635,-46.6204637224127,0.13629814953388314,0.4525833371060859,-1.7022461240631903,0.10778704635799312,0.2602463333578095,-45.91411074186702
175,-48.68993837168252,-48.82983500612853,0.11630642977933357,0.45427374199068987,-1.7053326856477862,0.10768729257006623,0.26115107817971406,-45.96096131789381
176,-49.41834015832706,-49.562467910070104,0.12047017733318932,0.45590037442893494,-1.7084108146900936,0.10758771556501086,0.262009427913048,-45.11429565730884
177,-47.55682929488695,-47.69705036391879,0.11649620132577235,0.45751520143230506,-1.7114913118443011,0.10748817048374115,0.26283904289646465,-44.877741197328476
178,-49.53102112569988,-49.68666438521991,0.1318528717019286,0.45903840532422907,-1.7145555362164253,0.1073890173423564,0.26362570292642773,-46.014343243761985
179,-48.69711448265755,-48.85835910205084,0.13738922401007256,0.4605274888056081,-1.7176212742393349,0.10728982282442977,0.2643923371581879,-45.66527430535682
180,-46.3418967463851,-46.502568126443556,0.136750496718013,0.4620320816320854,-1.7206951966743098,0.10719076738943058,0.26518159499102556,-47.552804763767405
181,-49.14144461733299,-49.287631251703374,0.12219940535068366,0.46357865741946436,-1.7237678228288038,0.1070923234969547,0.2659603529306286,-46.07995789581566
182,-50.63079549816281,-50.76481616813931,0.10996756956757739,0.4650937645947669,-1.7268413359823294,0.10699393381273865,0.26672400946111435,-44.96029859939063
183,-48.46016541168186,-48.626455054148884,0.14216995740654848,0.4666405930717579,-1.7299168673462009,0.10689533980420574,0.26750472372269735,-45.265377229105624
184,-45.68406059839529,-45.85925407557695,0.15100705158790667,0.46818759231127965,-1.7329966664621936,0.10679693091413515,0.2683027952895429,-47.87545810887082
185,-49.61855057396609,-49.76760475529794,0.12480170758169161,0.469690830717901,-1.7360788702375567,0.10669919501152338,0.2690580002452599,-45.557735503939625
